prefixo;numero_titulo;parcela;tipo;cliente_codigo;loja;nome_cliente;dt_emissao;vencimento;vendedor;gerente;Saldo atual
003;28506;;NF;002140;01;ASSOC BENEF C GRANDE;03/06/2025;18/07/2025;PAULO PINHEIRO;AMAURI;R$ 19.200,00
003;31325;;NF;002140;01;ASSOC BENEF C GRANDE;03/11/2025;03/12/2025;PAULO PINHEIRO;AMAURI;R$ 61.530,00
AFI;13696;001;NF;000412;01;ATEC;29/10/2025;28/11/2025;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 9.000,00
AFI;13696;002;NF;000412;01;ATEC;29/10/2025;15/12/2025;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 40.499,36
AFI;13850;;NF;008228;01;LEVAR SAUDE;25/11/2025;29/06/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 1.440,00
AFI;13878;001;NF;000412;01;ATEC;28/11/2025;29/12/2025;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 42.334,06
AFI;13878;002;NF;000412;01;ATEC;28/11/2025;12/01/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 42.334,06
AFI;13967;;NF;004261;01;PREFEITURA JANDIRA;08/12/2025;07/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 24.383,06
AFI;13968;;NF;004261;01;PREFEITURA JANDIRA;08/12/2025;07/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 12.525,96
AFI;13971;;NF;004261;01;PREFEITURA JANDIRA;09/12/2025;08/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.729,12
AFI;14020;001;NF;000412;01;ATEC;18/12/2025;19/01/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 43.804,89
AFI;14020;002;NF;000412;01;ATEC;18/12/2025;02/02/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 43.804,89
AFI;14021;;NF;004261;01;PREFEITURA JANDIRA;18/12/2025;19/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.578,76
AFI;14022;;NF;004261;01;PREFEITURA JANDIRA;18/12/2025;19/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 3.364,56
AFI;14023;;NF;004261;01;PREFEITURA JANDIRA;18/12/2025;19/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 21.261,91
AFI;14024;;NF;004261;01;PREFEITURA JANDIRA;18/12/2025;19/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.578,76
AFI;14025;;NF;004261;01;PREFEITURA JANDIRA;18/12/2025;19/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 3.364,56
AFI;14026;;NF;004261;01;PREFEITURA JANDIRA;18/12/2025;19/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 21.261,91
AFI;14036;;NF;008228;01;LEVAR SAUDE;22/12/2025;29/06/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 1.440,00
AFI;14147;;NF;004261;01;PREFEITURA JANDIRA;12/01/2026;11/02/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 43.964,88
AFI;14148;;NF;004261;01;PREFEITURA JANDIRA;12/01/2026;11/02/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 13.157,52
AFI;14149;;NF;004261;01;PREFEITURA JANDIRA;12/01/2026;11/02/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.729,12
AFI;14214;001;NF;000412;01;ATEC;23/01/2026;23/02/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 45.404,73
AFI;14214;002;NF;000412;01;ATEC;23/01/2026;09/03/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 45.404,72
AFI;14324;;NF;004261;01;PREFEITURA JANDIRA;13/02/2026;16/03/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 43.964,88
AFI;14325;;NF;004261;01;PREFEITURA JANDIRA;13/02/2026;16/03/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.729,12
AFI;14326;;NF;004261;01;PREFEITURA JANDIRA;13/02/2026;16/03/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 13.157,52
AFI;14361;001;NF;000412;01;ATEC;24/02/2026;26/03/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 44.205,06
AFI;14361;002;NF;000412;01;ATEC;24/02/2026;10/04/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 44.205,05
AFI;14370;;NF;002140;01;ASSOC BENEF C GRANDE;25/02/2026;16/03/2026;PAULO PINHEIRO;AMAURI;R$ 188.000,00
AFI;14476;;NF;004261;01;PREFEITURA JANDIRA;11/03/2026;10/04/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 44.108,99
AFI;14477;;NF;004261;01;PREFEITURA JANDIRA;11/03/2026;10/04/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 13.157,52
AFI;14478;;NF;004261;01;PREFEITURA JANDIRA;11/03/2026;10/04/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.729,12
AFI;14559;001;NF;000412;01;ATEC;25/03/2026;24/04/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 45.547,52
AFI;14559;002;NF;000412;01;ATEC;25/03/2026;11/05/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 45.547,52
AFI;14568;;NF;002140;01;ASSOC BENEF C GRANDE;26/03/2026;15/04/2026;PAULO PINHEIRO;AMAURI;R$ 188.000,00
AFI;14646;;NF;004261;01;PREFEITURA JANDIRA;10/04/2026;11/05/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 44.108,99
AFI;14647;;NF;004261;01;PREFEITURA JANDIRA;10/04/2026;11/05/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 13.157,52
AFI;14648;;NF;004261;01;PREFEITURA JANDIRA;10/04/2026;11/05/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.729,12
AFI;14741;001;NF;000412;01;ATEC;23/04/2026;25/05/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 46.293,06
AFI;14741;002;NF;000412;01;ATEC;23/04/2026;08/06/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 46.293,05
AFI;14906;;NF;004261;01;PREFEITURA JANDIRA;18/05/2026;17/06/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 44.108,99
AFI;14907;;NF;004261;01;PREFEITURA JANDIRA;18/05/2026;17/06/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 13.157,52
AFI;14908;;NF;004261;01;PREFEITURA JANDIRA;18/05/2026;17/06/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;AMAURI;R$ 6.729,12
AFI;14918;001;NF;000412;01;ATEC;20/05/2026;19/06/2026;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 46.157,96
AFI;14925;;NF;002140;01;ASSOC BENEF C GRANDE;25/05/2026;15/06/2026;PAULO PINHEIRO;AMAURI;R$ 188.000,00
003;7753;;NF;006966;01;HOSPITAL ESTIVADORES;13/12/2021;13/01/2022;CARLOS TEIXEIRA NETO ELETRONICA;RENATO;R$ 1.568,00
003;8390;;NF;000817;01;FUNCAMP;22/02/2022;24/03/2022;ROMEU CARNIELLI JR;RENATO;R$ 2.981,68
003;8601;;NF;000026;12;HOSPITAL CAMPO LIMPO;11/03/2022;11/03/2022;JESSICA DA CONCEICAO CRUZ;RENATO;R$ 440,00
003;9699;003;NF;002764;01;WA COMERCIAL;09/06/2022;08/09/2022;JESSICA;RENATO;R$ 5.000,00
003;10018;;NF;001115;05;STA CASA DE SP;07/07/2022;01/08/2022;VARIOS;RENATO;R$ 3.075,96
003;12203;;NF;000946;01;ALBERT SABIN;28/12/2022;27/01/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 3.360,00
003;14152;;NF;000946;01;ALBERT SABIN;15/05/2023;14/06/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 1.463,99
003;16369;;NF;006644;01;STA CASA PIRASSUNUNG;27/09/2023;25/10/2023;RONALDO LOPES;RONALDO;R$ 777,00
003;16843;001;NF;008121;01;AIRTON;25/10/2023;24/11/2023;VENDEDOR PADRAO;AMAURI;R$ 1.598,79
003;16843;002;NF;008121;01;AIRTON;25/10/2023;26/12/2023;VENDEDOR PADRAO;AMAURI;R$ 1.598,79
003;16843;003;NF;008121;01;AIRTON;25/10/2023;23/01/2024;VENDEDOR PADRAO;AMAURI;R$ 1.598,80
003;17586;;NF;001928;01;UNICAMP;11/12/2023;29/12/2023;ROMEU CARNIELLI JR;AMAURI;R$ 4.563,97
003;30007;003;NF;780927;01;PIU BELLA ESTETICA;21/08/2025;19/11/2025;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;RENATO;R$ 1.000,75
003;31502;001;NF;002645;02;FUNDACAO DO ABC;11/11/2025;26/12/2025;JESSICA;RENATO;R$ 2.070,00
003;31502;002;NF;002645;02;FUNDACAO DO ABC;11/11/2025;12/01/2026;JESSICA;RENATO;R$ 2.070,00
003;31969;;NF;001740;02;H MUNIC V. STA CATAR;10/12/2025;12/01/2026;JESSICA CRUZ;RENATO;R$ 599,92
003;32221;;NF;781036;01;IDV BRASIL LTDA.;24/12/2025;21/01/2026;ROSEANE MARIA DA SILVA;RENATO;R$ 326,90
003;33063;;NF;001582;01;PREF PAULINIA;05/02/2026;09/03/2026;VENDEDOR PADRAO;RENATO;R$ 146,70
003;33430;;NF;001740;02;H MUNIC V. STA CATAR;23/02/2026;24/04/2026;JESSICA CRUZ;RENATO;R$ 23.149,20
003;34688;002;NF;006889;01;DOCTOR'S HEALTH CARE;15/04/2026;15/06/2026;FIRST MEDICAL SERVICE LTDA;GABRIEL;R$ 187,34
003;34995;;NF;000978;02;MUNICIPIO DE OSASCO;30/04/2026;01/06/2026;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 1.750,00
003;35124;;NF;005826;01;HOSP LIGHT;06/05/2026;05/06/2026;ROSEANE MARIA DA SILVA;RENATO;R$ 558,85
003;35330;;NF;001740;02;H MUNIC V. STA CATAR;14/05/2026;15/06/2026;JESSICA CRUZ;RENATO;R$ 7.316,88
003;35572;;NF;780737;01;ELVIS LANDI;22/05/2026;22/06/2026;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 342,32
003;35907;;NF;781193;01;DORALICIO;10/06/2026;10/06/2026;;GABRIEL;R$ 641,20
005;91;;NF;007610;01;MED FOR PRESTACAO DE;11/06/2019;26/06/2019;CARLOS TEIXEIRA NETO ELETRONICA;RENATO;R$ 600,00
005;427;;NF;000817;01;FUNCAMP;11/11/2021;13/12/2021;ROMEU CARNIELLI JR;RENATO;R$ 296,00
005;499;;NF;000817;01;FUNCAMP;17/01/2022;14/02/2022;ROMEU CARNIELLI JR;RENATO;R$ 857,85
005;731;;NF;001115;01;STA CASA DE SP;20/06/2022;18/07/2022;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 340,00
005;755;;NF;001115;05;STA CASA DE SP;07/07/2022;01/08/2022;VARIOS;RENATO;R$ 4.068,36
005;780;;NF;001115;05;STA CASA DE SP;22/07/2022;05/08/2022;MARCIA RIBEIRO BELFORTI;RENATO;R$ 340,00
005;1245;001;NF;008121;01;AIRTON;24/10/2023;23/11/2023;VENDEDOR PADRAO;AMAURI;R$ 261,00
005;1245;002;NF;008121;01;AIRTON;24/10/2023;26/12/2023;VENDEDOR PADRAO;AMAURI;R$ 261,00
005;1245;003;NF;008121;01;AIRTON;24/10/2023;22/01/2024;VENDEDOR PADRAO;AMAURI;R$ 261,00
005;1275;;NF;001928;01;UNICAMP;11/12/2023;29/12/2023;ROMEU CARNIELLI JR;AMAURI;R$ 983,00
005;1813;;NF;781029;01;SETE BARRAS;12/12/2025;12/01/2026;GOLOMBIESKI REPRESENTACOES COMERCIAIS LTDA;RENATO;R$ 4.150,00
005;1836;;NF;005539;01;SANTA VIRGINIA;05/01/2026;31/05/2026;FERNANDO DURAO LORDELLO FILHO;GABRIEL;R$ 5.000,00
005;1842;;NF;001740;02;H MUNIC V. STA CATAR;06/01/2026;21/01/2026;JESSICA CRUZ;GABRIEL;R$ 970,00
005;1876;001;NF;100008;01;HOSPITAL DIA DE BARR;26/02/2026;30/03/2026;FIRST MEDICAL SERVICE LTDA;GABRIEL;R$ 1.666,67
005;1895;003;NF;780939;01;HENRIQUE CHINEM;11/03/2026;09/06/2026;FRANCISCO GILMAR VELOSO SILVA FILHO LTDA;GABRIEL;R$ 1.883,34
005;1927;001;NF;006889;01;DOCTOR'S HEALTH CARE;15/04/2026;15/05/2026;FIRST MEDICAL SERVICE LTDA;GABRIEL;R$ 335,00
005;1946;;NF;000719;01;ENIMED;30/04/2026;01/06/2026;FIRST MEDICAL SERVICE LTDA;GABRIEL;R$ 1.019,56
005;1947;;NF;000719;01;ENIMED;30/04/2026;01/06/2026;FIRST MEDICAL SERVICE LTDA;GABRIEL;R$ 1.019,56
005;1992;;NF;781193;01;DORALICIO;10/06/2026;10/06/2026;;GABRIEL;R$ 420,00
005;1994;;NF;780817;01;HOSPITAL SAO LUIZ;10/06/2026;25/06/2026;ENOQUE MARTINS;GABRIEL;R$ 2.700,00
AFI;5537;;NF;007570;01;VALINHOS;03/06/2019;13/06/2019;ROMEU CARNIELLI JR;AMAURI;R$ 1.650,00
AFI;5648;;NF;007570;01;VALINHOS;06/03/2020;16/03/2020;ROMEU CARNIELLI JR;AMAURI;R$ 1.100,00
AFI;5664;;NF;007570;01;VALINHOS;02/04/2020;13/04/2020;ROMEU CARNIELLI JR;AMAURI;R$ 1.100,00
AFI;5674;;NF;007570;01;VALINHOS;06/05/2020;18/05/2020;ROMEU CARNIELLI JR;AMAURI;R$ 1.100,00
AFI;5688;;NF;007570;01;VALINHOS;28/05/2020;08/06/2020;ROMEU CARNIELLI JR;AMAURI;R$ 674,19
AFI;5882;;NF;007414;01;MUNIC. DE SERRA AZUL;01/03/2021;31/03/2021;MAZER & ROSSETO COM MANUT EQUIP HOSPITAL;AMAURI;R$ 2.880,00
AFI;6223;;NF;008087;01;FISIOBRASIL;05/07/2021;20/07/2021;ARTEMIO D AGOSTO AYALA;RENATO;R$ 9.486,00
AFI;6336;;NF;008087;01;FISIOBRASIL;02/08/2021;17/08/2021;ARTEMIO D AGOSTO AYALA;RENATO;R$ 3.060,00
AFI;6378;;NF;001049;01;HOSP. SAO LUCAS;18/08/2021;17/09/2021;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 19.597,50
AFI;6399;;NF;001049;01;HOSP. SAO LUCAS;26/08/2021;27/09/2021;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 14.399,00
AFI;6421;;NF;008087;01;FISIOBRASIL;01/09/2021;16/09/2021;ARTEMIO D AGOSTO AYALA;RENATO;R$ 1.938,00
AFI;6473;;NF;001049;01;HOSP. SAO LUCAS;15/09/2021;15/10/2021;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 77.792,00
AFI;6565;;NF;001049;01;HOSP. SAO LUCAS;14/10/2021;16/11/2021;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 76.307,00
AFI;6678;;NF;001049;01;HOSP. SAO LUCAS;12/11/2021;13/12/2021;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 57.816,00
AFI;6750;;NF;008168;01;RESPIRANDO FISIOTERA;03/12/2021;03/01/2022;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 425,00
AFI;6779;;NF;001049;01;HOSP. SAO LUCAS;16/12/2021;17/01/2022;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 47.828,00
AFI;6855;;NF;001049;01;HOSP. SAO LUCAS;13/01/2022;14/02/2022;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 59.576,00
AFI;8200;;NF;780176;01;ASHOPE;16/01/2023;31/01/2023;MAXMED HOSPITALAR COMERCIO E SERVICOS LTDA;AMAURI;R$ 8.000,00
AFI;8333;;NF;780176;01;ASHOPE;14/02/2023;01/03/2023;MAXMED HOSPITALAR COMERCIO E SERVICOS LTDA;AMAURI;R$ 8.000,00
AFI;8460;;NF;780176;01;ASHOPE;14/03/2023;29/03/2023;MAXMED HOSPITALAR COMERCIO E SERVICOS LTDA;AMAURI;R$ 8.000,00
AFI;8623;;NF;780176;01;ASHOPE;25/04/2023;10/05/2023;MAXMED HOSPITALAR COMERCIO E SERVICOS LTDA;AMAURI;R$ 8.000,00
AFI;8730;;NF;780176;01;ASHOPE;15/05/2023;30/05/2023;MAXMED HOSPITALAR COMERCIO E SERVICOS LTDA;AMAURI;R$ 8.000,00
AFI;8973;;NF;780346;01;MAXMED HOSPITALAR;29/06/2023;14/07/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 4.000,00
AFI;9095;;NF;008309;01;HELMED;26/07/2023;25/08/2023;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;9187;;NF;780346;01;MAXMED HOSPITALAR;14/08/2023;29/08/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;9239;;NF;779903;01;HOSPITAL DE OLHOS BA;24/08/2023;08/09/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 6.050,00
AFI;9251;;NF;001928;01;UNICAMP;24/08/2023;08/09/2023;ROMEU CARNIELLI JR;AMAURI;R$ 21.510,00
AFI;9261;;NF;008309;01;HELMED;28/08/2023;27/09/2023;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;9382;;NF;780346;01;MAXMED HOSPITALAR;21/09/2023;06/10/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;9410;;NF;001928;01;UNICAMP;25/09/2023;10/10/2023;ROMEU CARNIELLI JR;AMAURI;R$ 21.510,00
AFI;9415;;NF;008309;01;HELMED;26/09/2023;26/10/2023;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;9516;;NF;780346;01;MAXMED HOSPITALAR;16/10/2023;31/10/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;9564;;NF;008309;01;HELMED;27/10/2023;27/11/2023;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;9669;;NF;780346;01;MAXMED HOSPITALAR;14/11/2023;29/11/2023;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;9722;;NF;008309;01;HELMED;28/11/2023;28/12/2023;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;9835;;NF;780346;01;MAXMED HOSPITALAR;18/12/2023;02/01/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;9880;;NF;008309;01;HELMED;28/12/2023;29/01/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;9994;;NF;780346;01;MAXMED HOSPITALAR;12/01/2024;29/01/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;10066;;NF;008309;01;HELMED;29/01/2024;28/02/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;10167;;NF;780346;01;MAXMED HOSPITALAR;19/02/2024;05/03/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;10218;;NF;008309;01;HELMED;26/02/2024;27/03/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;10321;;NF;780346;01;MAXMED HOSPITALAR;12/03/2024;27/03/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;10375;;NF;008309;01;HELMED;26/03/2024;25/04/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;10482;;NF;780346;01;MAXMED HOSPITALAR;12/04/2024;29/04/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;10530;;NF;008309;01;HELMED;26/04/2024;27/05/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;10663;;NF;780346;01;MAXMED HOSPITALAR;21/05/2024;05/06/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;10710;;NF;008309;01;HELMED;29/05/2024;28/06/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;10804;;NF;780346;01;MAXMED HOSPITALAR;12/06/2024;27/06/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;10870;;NF;008309;01;HELMED;26/06/2024;26/07/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;10982;;NF;780346;01;MAXMED HOSPITALAR;16/07/2024;31/07/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;11036;;NF;008309;01;HELMED;26/07/2024;26/08/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;11155;;NF;780346;01;MAXMED HOSPITALAR;15/08/2024;30/08/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;11212;;NF;008309;01;HELMED;29/08/2024;30/09/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;11328;;NF;780346;01;MAXMED HOSPITALAR;13/09/2024;30/09/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;11391;;NF;008309;01;HELMED;30/09/2024;30/10/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;11540;;NF;780346;01;MAXMED HOSPITALAR;28/10/2024;12/11/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;11565;;NF;008309;01;HELMED;31/10/2024;02/12/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;11719;;NF;780346;01;MAXMED HOSPITALAR;26/11/2024;11/12/2024;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;11753;;NF;008309;01;HELMED;28/11/2024;30/12/2024;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;11791;;NF;002645;04;COMPL. HOSP SAO CAET;04/12/2024;20/12/2024;JESSICA CRUZ;AMAURI;R$ 777.728,86
AFI;11892;;NF;780346;01;MAXMED HOSPITALAR;27/12/2024;13/01/2025;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;11922;;NF;008309;01;HELMED;30/12/2024;29/01/2025;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;11945;;NF;007604;04;HOSPITAL GUARUJA;03/01/2025;03/02/2025;CARLOS TEIXEIRA NETO ELETRONICA;AMAURI;R$ 5.000,00
AFI;11946;;NF;007604;04;HOSPITAL GUARUJA;03/01/2025;03/02/2025;CARLOS TEIXEIRA NETO ELETRONICA;AMAURI;R$ 6.800,00
AFI;11947;;NF;007604;04;HOSPITAL GUARUJA;03/01/2025;03/02/2025;CARLOS TEIXEIRA NETO ELETRONICA;AMAURI;R$ 9.500,00
AFI;11953;;NF;007604;04;HOSPITAL GUARUJA;03/01/2025;03/02/2025;CARLOS TEIXEIRA NETO ELETRONICA;AMAURI;R$ 12.700,00
AFI;11973;;NF;002645;04;COMPL. HOSP SAO CAET;10/01/2025;20/01/2025;JESSICA CRUZ;AMAURI;R$ 776.761,40
AFI;11974;;NF;002645;04;COMPL. HOSP SAO CAET;10/01/2025;20/01/2025;JESSICA CRUZ;AMAURI;R$ 71.245,20
AFI;12062;;NF;780346;01;MAXMED HOSPITALAR;24/01/2025;10/02/2025;FIRST MEDICAL SERVICE LTDA;AMAURI;R$ 7.000,00
AFI;12100;;NF;008309;01;HELMED;29/01/2025;28/02/2025;FIRST MEDICAL SERVICE LTDA;RENATO;R$ 300,00
AFI;12123;;NF;780241;02;INTS;03/02/2025;13/10/2025;VITAMED SOLUTIONS LTDA;AMAURI;R$ 65.230,44
AFI;12124;;NF;007604;04;HOSPITAL GUARUJA;03/02/2025;05/03/2025;CARLOS TEIXEIRA NETO ELETRONICA;AMAURI;R$ 12.700,00
AFI;12160;;NF;002645;04;COMPL. HOSP SAO CAET;06/02/2025;20/02/2025;JESSICA CRUZ;AMAURI;R$ 71.245,20
AFI;12161;;NF;002645;04;COMPL. HOSP SAO CAET;06/02/2025;20/02/2025;JESSICA CRUZ;AMAURI;R$ 776.194,93
AFI;12162;;NF;007604;04;HOSPITAL GUARUJA;07/02/2025;10/03/2025;CARLOS TEIXEIRA NETO ELETRONICA;AMAURI;R$ 9.500,00
